Age,Color,Sex,Weight,Housemanners,LeftUnattended,EarCleaning,AttendsClasses,BehavesWellClass,AttendsHomeSwitches,Status
12,5,1,52,4,5,0,0,0,0,1
13,1,0,69,5,5,0,0,0,0,0
4,1,0,35,4,5,5,5,5,3,0
13,1,0,70,5,5,0,0,0,0,0
4,1,0,35,5,5,5,5,5,5,0
4,1,0,30,4,3,5,5,5,2,0
13,1,0,63,5,5,0,0,0,0,0
12,5,1,45.5,5,5,0,0,0,0,0
4,1,0,20,5,5,5,5,5,5,0
12,1,0,69,5,5,0,0,0,0,0
13,1,1,57,4,3,0,0,0,0,1
14,1,0,64.5,4,3,5,5,4,5,1
4,1,0,26,3,1,4,5,5,4,1
12,5,1,53,3,3,0,0,0,0,0
13,5,0,80,5,0,0,0,0,0,0
5,5,0,45,4,4,5,5,4,5,0
5,5,0,34.5,3,3,5,5,3,1,0
4,5,1,32,3,3,4,5,4,3,0
14,5,1,60.6,3,3,5,3,4,4,0
12,5,0,65,2,3,0,0,0,0,0
4,5,0,29.5,4,4,4,0,3,1,0
4,5,1,27,2,2,4,5,3,3,1
12,5,1,51,4,5,0,0,0,0,1
5,5,0,42.4,3,3,5,5,4,5,0
12,5,0,70,5,5,0,0,0,0,0
4,5,0,38,2,2,2,5,3,1,1
13,5,0,83,4,4,0,0,0,0,1
5,1,1,35,3,3,5,5,5,1,0
4,5,1,35,5,3,5,5,5,5,0
14,5,1,63,5,4,4,5,5,1,0
4,5,0,30,2,2,4,5,3,1,0
12,5,0,79,4,4,4,5,4,1,0
12,5,0,83,4,4,0,0,0,0,0
4,5,0,27,4,2,5,5,5,1,0
13,5,0,63,4,4,0,0,0,0,1
5,5,0,42,3,5,3,5,5,1,1
4,5,0,45,4,4,4,5,3,3,1
13,5,0,76,4,4,0,0,0,0,1
4,5,0,34,5,4,4,5,4,4,0
12,5,0,65,5,5,0,0,0,0,0
4,5,1,30,5,5,5,5,5,5,0
12,5,1,65.5,5,5,0,0,0,0,0
3,5,1,20,4,3,5,4,4,0,1
13,5,1,55,5,5,0,0,0,0,1
4,1,1,40,3,5,4,5,4,1,0
4,1,0,31,3,2,4,5,5,3,1
12,1,0,68,4,5,0,0,0,0,1
12,5,0,60,5,5,0,0,0,0,1
5,5,0,25,5,4,5,5,5,5,1
14,5,0,78,4,4,0,0,0,0,1
3,1,1,31.6,3,5,0,5,1,0,0
4,1,1,28,3,3,5,5,4,5,1
12,1,1,60,5,5,0,0,0,0,1
4,1,1,28,3,3,5,5,4,5,1
12,1,1,60,5,5,0,0,0,0,1
4,5,1,30,4,4,5,5,4,4,1
12,5,1,57,5,4,0,0,0,0,1
12,1,1,57,5,5,0,0,0,0,0
4,1,1,26,5,5,5,5,4,1,0
4,1,1,34,3,2,1,5,4,1,1
14,1,1,60,3,4,0,0,0,0,1
13,1,0,62,5,5,0,0,0,0,1
13,1,0,70.7,5,5,0,0,0,0,1
15,1,0,70.3,5,5,5,5,5,3,1
4,1,0,28.2,5,5,0,5,5,0,1
13,5,1,60,5,5,0,0,0,0,0
15,5,1,28,3,3,2,5,3,1,0
4,5,0,29,4,4,4,5,5,5,0
16,5,0,58,5,5,4,5,5,5,0
13,5,0,67,5,5,0,0,0,0,1
3,5,0,23,4,4,0,5,5,0,1
4,5,0,33.95,4,4,4,4,4,4,0
13,5,0,64,5,4,0,0,0,0,0
5,5,0,40,4,4,3,3,4,1,0
14,5,0,60,4,3,0,0,0,0,0
4,1,1,33.4,5,5,5,5,5,1,0
13,1,1,53,5,5,0,0,0,0,0
4,5,0,30,4,0,4,5,5,0,0
4,1,0,31,3,4,5,5,5,5,1
13,1,0,54,5,5,0,0,0,0,1
4,1,0,31,3,4,5,5,5,5,1
13,1,0,54,5,5,0,0,0,0,1
12,5,1,55,3,3,0,0,0,0,1
4,5,1,31,4,5,5,5,4,5,0
13,5,1,52,5,5,0,0,0,0,0
12,1,1,51,5,5,0,0,0,0,1
7,1,1,50,4,5,4,5,4,5,1
3,1,1,21,4,3,4,5,4,1,1
4,5,1,35.6,3,5,5,5,5,1,0
7,5,1,51,5,3,5,5,2,5,0
4,5,1,24,3,4,1,0,4,1,0
4,5,0,25,3,3,4,5,4,0,0
13,5,0,60,4,4,0,0,0,0,0
4,5,0,34,3,3,4,4,4,2,0
13,5,0,53,4,5,0,0,0,0,0
11,1,1,54,3,3,0,0,0,0,0
4,1,1,30,3,2,5,5,3,1,0
7,1,1,53,3,4,4,4,5,4,0
12,1,1,55,5,5,0,0,0,0,0
4,1,1,28,3,0,5,4,5,0,0
13,1,1,53,5,5,0,0,0,0,1
4,1,1,31,4,5,4,5,3,1,1
12,1,1,53,5,5,0,0,0,0,0
12,1,1,52.6,5,5,0,0,0,0,0
4,1,1,25,5,0,5,5,5,5,0
7,1,1,46,5,5,5,5,4,5,0
7,1,1,0,4,5,5,5,4,5,0
4,1,1,24,3,3,4,5,5,5,1
12,1,1,50,3,4,0,0,0,0,1
14,1,1,60,3,3,0,0,0,0,0
4,1,1,34.5,4,4,4,4,4,4,0
12,1,0,58,3,3,0,0,0,0,1
7,1,0,43,3,2,5,4,4,4,1
4,1,0,39.4,5,4,5,5,3,0,0
13,1,0,68,5,5,0,0,0,0,0
4,1,1,30,3,3,4,5,4,5,0
4,1,0,35,4,5,5,1,4,1,0
13,1,0,80,3,5,0,0,0,0,0
12,1,1,68,4,3,0,0,0,0,0
4,1,1,43,4,3,5,5,2,1,0
14,5,1,80,4,1,0,0,0,0,0
4,1,1,32,3,2,4,3,3,4,0
8,1,1,57,1,1,5,5,2,1,0
4,1,0,27.8,1,1,2,4,3,1,0
7,1,0,54,3,3,4,5,4,3,0
13,1,0,63,4,4,0,0,0,0,0
4,1,1,30,3,2,3,5,5,0,1
12,1,1,58,4,3,0,0,0,0,1
13,1,1,53.4,5,4,0,0,0,0,1
4,1,1,27,3,1,5,5,5,5,1
4,1,1,27,3,1,5,5,5,5,1
13,1,1,53.4,5,4,0,0,0,0,1
4,1,0,32,4,2,1,5,2,3,0
15,5,1,60,4,4,0,0,0,0,1
4,5,1,40,4,3,5,5,4,3,1
5,5,1,45,5,5,5,5,3,5,1
13,5,1,68,5,5,0,0,0,0,1
5,5,1,0,3,4,3,5,3,3,0
13,5,1,64.2,3,2,0,0,0,0,0
4,1,0,23,4,3,3,5,3,5,0
13,1,0,79,5,5,0,0,0,0,0
4,5,1,39,3,4,0,5,4,0,0
12,5,1,72,4,4,0,0,0,0,0
14,1,0,56,4,4,0,0,0,0,0
4,5,1,29,5,5,5,5,4,5,1
2,5,1,10,5,5,1,5,5,0,0
4,5,1,40,3,3,4,4,4,4,0
14,5,1,71,5,5,0,0,0,0,0
2,1,0,12,2,1,1,4,4,1,1
14,1,0,72,3,2,0,0,0,0,1
5,1,0,42,3,2,4,4,4,2,1
5,5,1,31.3,5,5,5,5,4,5,0
4,5,1,34,3,4,4,5,4,3,0
8,5,1,49,4,4,3,5,3,5,0
4,5,1,30,3,1,4,5,3,1,0
5,5,1,26,4,5,3,5,4,4,0
8,5,1,40,4,5,4,5,4,4,0
0,5,1,45,5,5,0,0,0,0,0
4,5,0,30,5,5,5,5,2,3,0
8,5,0,50,4,3,5,5,4,5,0
4,1,1,0,3,4,4,4,4,1,0
8,1,1,55,3,3,5,5,4,5,0
4,1,0,30,2,4,4,4,3,3,0
8,1,0,62,4,3,4,5,3,1,0
5,1,0,42,3,3,3,5,4,5,0
15,1,0,76,4,4,0,0,0,0,0
3,1,0,18,2,2,1,5,3,1,0
7,1,0,62,3,2,5,5,4,4,0
5,1,0,52,3,3,5,5,3,4,0
8,1,0,0,4,3,4,4,4,4,0
13,1,0,74.8,3,4,0,0,0,0,0
4,2,1,27,4,3,4,1,1,1,0
3,5,1,30,3,3,5,5,2,5,0
7,5,1,60,3,2,4,5,3,1,0
8,5,1,59,3,4,5,2,2,4,1
5,1,0,42,4,4,0,0,4,0,1
9,1,0,60,4,2,4,4,3,5,0
6,1,0,30,2,1,2,5,3,5,0
8,1,0,57,4,5,5,5,4,3,0
4,5,0,31,3,3,5,5,4,5,0
4,1,0,31,4,5,5,5,5,4,0
13,5,0,68,5,4,5,5,4,5,0
7,5,0,50,4,3,5,5,3,2,0
7,5,1,50,4,4,4,5,4,3,1
8,5,1,60,2,3,1,1,2,1,1
8,5,1,60,5,4,4,5,4,4,1
4,5,1,34,5,4,4,5,5,5,1
4,5,0,25,4,3,5,0,5,5,1
8,5,0,52,4,4,3,0,4,5,1
15,5,0,60,5,4,0,0,0,0,1
4,5,0,40,4,3,5,5,4,1,1
8,5,0,62,4,4,5,5,4,1,1
8,1,1,53,4,4,4,5,5,5,1
3,1,1,20,3,3,3,5,4,1,1
8,5,0,53,5,5,5,5,4,4,1
3,5,0,38,4,4,4,5,5,3,1
8,5,1,46,4,4,5,5,5,5,0
4,5,1,28,4,4,5,5,5,5,0
9,5,0,58,3,4,4,5,3,5,0
4,5,0,20,3,4,4,5,4,5,0
4,5,0,22,2,2,3,5,3,3,0
9,1,0,65,4,4,3,5,5,5,1
4,1,0,30,3,5,0,5,5,5,1
9,5,1,55,5,5,5,5,4,5,1
5,5,1,40,5,5,4,5,4,5,1
6,1,1,49,5,5,5,5,3,3,1
9,1,1,50,4,5,5,4,4,5,1
4,5,1,36,4,4,4,5,3,5,0
8,5,1,57.3,4,4,4,5,2,5,0
8,5,0,52,5,5,5,4,5,5,0
4,5,0,38,5,5,5,5,5,0,0
9,1,1,54.8,3,4,5,5,5,5,0
3,1,1,27.5,4,4,5,5,4,5,0
7,1,1,48,4,4,5,4,4,5,0
4,1,1,32,2,2,3,5,4,2,0
4,1,0,27,3,3,3,4,4,1,0
7,1,0,58,1,2,3,5,3,3,0
9,1,0,75,3,5,5,4,3,5,0
3,1,0,35,4,0,4,5,3,5,0
4,1,1,20.6,2,3,4,5,4,5,0
9,1,1,45,4,3,5,5,5,5,0
8,5,1,42,5,5,5,5,4,5,0
4,5,1,28,2,4,3,5,3,5,0
7,5,1,52,5,5,5,5,4,5,0
4,5,1,27,5,5,5,5,5,0,0
4,5,0,25.3,4,3,3,5,5,5,0
7,5,0,66.7,5,3,4,5,4,4,0
4,5,0,34,3,3,4,5,3,0,0
8,5,0,53,4,4,4,5,4,1,0
5,5,1,35,4,4,3,3,3,1,0
10,5,1,53,4,4,3,5,4,3,0
4,5,0,37,4,2,3,5,4,2,1
8,5,0,60,4,3,2,5,5,1,1
4,1,1,24,3,3,5,4,4,0,1
7,1,1,45,4,3,5,3,2,2,1
4,5,1,29,4,4,4,0,2,3,0
8,5,1,49,4,5,3,5,5,4,0
6,5,1,40,4,3,5,5,5,5,0
3,5,1,20,4,3,5,5,5,5,0
8,1,1,53,5,5,5,5,4,5,1
4,1,1,33,4,4,5,5,5,5,1
4,1,0,33,2,2,4,5,3,1,1
7,1,0,60,4,3,2,4,4,3,1
4,1,1,31,4,4,4,4,4,3,0
8,1,1,50,4,4,3,5,4,4,0
4,1,1,0,4,4,5,5,5,1,1
8,1,1,47.6,5,5,5,5,5,5,1
8,1,1,42.6,5,5,0,5,5,1,1
3,1,1,27,4,3,5,5,4,1,1
8,5,0,65,4,3,5,4,3,4,0
4,5,0,23,4,4,3,4,3,4,0
8,1,0,54,4,4,5,5,5,5,0
4,1,0,31,4,4,4,4,4,4,0
8,1,0,52,4,4,3,5,4,5,0
4,1,0,31.2,4,4,1,5,4,5,0
7,1,1,60.5,4,4,3,5,4,2,0
4,1,1,34,4,1,4,4,4,1,0
9,1,1,49,4,4,4,5,4,3,0
7,1,1,46,4,4,4,4,0,3,0
5,1,1,25,4,3,5,5,5,3,0
9,1,1,46,3,3,5,5,5,3,0
4,5,0,24,5,5,4,5,5,3,0
8,5,0,57,5,5,5,5,4,1,0
8,5,0,60,3,3,4,5,4,3,0
4,5,0,24,2,2,3,3,3,1,0
4,3,1,32,4,3,5,5,3,5,1
8,5,1,59,3,3,5,5,2,0,1
4,5,0,34,4,4,3,5,3,3,1
8,5,0,56,3,4,5,5,3,5,1
5,5,0,31,4,5,5,5,5,1,1
10,5,0,72,4,4,4,5,3,5,1
7,5,1,48,5,4,4,5,4,5,1
4,5,1,36,4,5,3,5,2,5,1
3,5,0,24,3,3,4,5,4,3,1
8,5,0,55,2,3,4,5,4,5,1
3,5,0,35,3,2,1,4,5,1,0
9,5,0,60,4,4,4,5,4,4,0
7,5,0,60,4,4,4,5,4,5,0
5,1,0,48,2,2,5,5,4,5,1
7,1,1,55,4,4,3,5,5,5,1
4,1,1,22,1,1,3,5,5,0,1
4,1,1,50,3,1,3,5,3,5,0
8,1,1,68,4,3,4,5,4,4,0
4,5,1,25,3,5,5,4,4,4,1
7,5,1,46,3,3,4,4,4,4,1
9,5,1,50,4,3,5,5,4,5,1
7,1,0,54,3,4,3,5,4,3,0
4,1,0,31,4,1,3,5,5,3,0
7,2,0,76,5,4,4,4,4,3,0
3,2,0,38,4,3,3,4,3,0,0
7,2,0,65,5,3,2,4,3,4,0
4,2,0,35,4,3,2,5,5,5,0
5,2,1,39,4,4,4,5,5,5,1
9,2,1,58,4,5,5,5,3,5,1
18,2,1,61,5,5,0,0,0,0,1
5,2,0,44,4,3,4,5,4,5,1
5,2,0,61,5,5,5,0,4,5,1
4,2,0,34,4,4,4,5,4,5,1
7,2,0,62,4,4,3,5,3,5,1
10,2,0,57,2,1,4,3,2,4,1
8,2,1,55,4,5,5,0,5,1,1
4,2,1,30,4,4,5,4,3,0,1
7,2,0,65,3,5,5,5,3,5,1
4,2,0,43,4,4,4,0,4,5,1
4,2,0,35,4,4,4,3,3,0,0
4,5,1,24,3,2,3,3,3,4,1
8,5,1,44,3,2,5,4,4,5,1
9,1,0,62,4,4,4,4,4,5,1
4,1,0,30,3,4,4,4,4,4,1
4,5,1,30,3,4,4,4,4,1,0
8,1,0,68,4,5,4,5,4,5,0
5,5,1,36,4,5,5,5,3,5,1
8,5,1,46,4,0,4,4,2,3,1
7,5,0,55,4,2,3,5,4,3,0
4,5,0,30,4,2,3,5,4,3,0
4,5,0,33,2,2,4,5,4,1,1
7,5,0,56,4,4,4,5,4,1,1
8,5,0,63,3,3,1,5,5,4,0
14,5,0,29,3,2,0,5,5,1,0
8,5,0,59,5,5,5,5,5,4,0
4,5,0,42,4,4,4,5,4,2,0
6,1,1,33,4,4,4,5,4,5,1
9,1,1,55,4,0,4,5,4,5,0
4,1,1,34,4,4,4,5,3,1,0
8,1,0,53,4,4,5,5,4,5,0
6,1,0,40,3,3,5,5,4,5,0
6,5,1,38,4,5,5,5,4,5,1
10,5,1,52,4,5,5,5,4,4,1
4,1,1,38,3,1,3,5,4,5,1
8,1,1,64,3,2,4,5,3,3,1
4,5,0,32,4,3,4,4,3,5,1
8,5,0,65,4,4,5,5,3,5,1
8,2,0,65,0,5,5,4,4,4,0
8,1,1,57,4,4,3,3,4,4,0
4,1,1,40,5,5,5,5,5,5,0
5,1,0,49,5,5,5,5,5,5,0
8,1,0,65,5,5,5,5,5,5,0
4,5,1,21,3,1,5,4,4,3,1
9,5,1,55,3,3,5,5,3,3,1
6,5,0,57,2,2,4,5,1,1,1
11,5,0,64,4,4,5,5,4,4,1
6,1,1,38.6,4,3,5,5,5,3,1
11,5,1,57.6,4,4,0,5,5,4,1
4,2,0,34,5,1,5,5,4,1,1
7,2,0,60,4,4,4,4,3,3,1
6,1,0,66.3,4,5,5,5,5,2,0
6,2,0,53,5,5,3,4,4,5,0
12,2,0,80,4,4,4,1,1,1,0
4,1,1,38.5,4,5,5,5,3,1,1
9,1,1,60,5,5,5,5,4,4,1
4,1,0,52,5,3,4,5,4,0,0
7,1,0,50,5,4,5,5,4,1,0
4,1,1,32,4,3,4,5,5,3,0
7,1,1,35,4,4,5,5,4,5,0
12,1,1,57,4,5,5,5,4,5,0
8,1,1,45,4,3,5,5,3,2,0
3,1,1,28,4,3,3,5,3,3,0
8,1,1,53,5,4,4,5,4,5,0
4,1,1,40,4,4,1,5,4,4,0
9,1,1,65,5,5,5,5,4,5,0
3,1,1,23,4,5,1,5,3,1,0
4,5,0,27,3,4,3,4,4,4,0
9,5,0,61,5,5,5,5,4,3,0
4,5,1,28,4,1,4,5,4,1,1
8,5,1,50,2,2,4,5,2,2,1
8,5,0,51,5,5,5,5,4,5,0
7,5,0,51,3,5,5,5,4,3,0
5,5,0,30,5,5,5,5,5,1,0
8,5,0,60,3,3,4,5,3,3,0
9,1,1,50,5,4,5,5,4,5,0
4,1,1,34,5,5,5,5,4,3,0
4,3,0,28,4,3,0,0,4,0,1
7,5,0,55,5,5,0,5,5,5,1
7,5,0,62,4,4,5,5,4,4,1
10,5,0,22,3,3,4,5,4,4,1
4,5,0,30,5,3,3,5,5,1,0
4,1,0,27,4,4,4,5,4,5,1
6,1,0,49,5,5,5,5,4,5,1
4,5,1,33,4,4,4,5,4,5,0
3,5,0,29,4,4,4,5,4,1,1
8,5,0,60,4,3,4,5,4,5,1
12,5,0,60,4,5,5,5,5,5,1
5,5,0,35,4,5,5,5,5,5,1
7,5,0,49,5,5,5,5,5,5,1
4,5,1,30,3,4,4,5,5,1,1
9,5,1,55,4,5,5,5,4,3,1
12,5,0,60.2,3,4,4,3,2,3,0
7,5,0,54.2,4,5,4,4,4,5,0
4,5,0,39.4,3,3,4,4,4,4,0
12,1,1,50,4,3,4,5,4,4,1
8,1,1,44,4,3,5,5,3,5,1
4,5,1,15.1,3,1,1,3,3,1,0
12,5,1,50,4,5,3,5,3,5,0
7,5,1,47,4,4,3,4,3,4,0
4,1,0,32.5,4,3,4,4,4,1,1
8,1,0,59,3,3,4,5,4,1,1
5,1,0,42,4,3,5,4,5,1,0
9,3,0,76,5,5,4,4,4,3,0
5,3,0,50,5,5,3,3,4,1,0
5,1,1,40,4,3,4,5,4,1,0
13,1,1,70,4,4,4,4,4,4,0
7,5,1,48,5,5,5,5,4,5,1
4,5,1,30,4,5,5,5,4,4,1
9,1,0,65,5,5,3,5,3,5,0
5,1,0,48,5,3,3,5,3,3,0
13,1,0,77,5,5,4,5,2,4,0
14,5,0,71,5,5,4,4,4,4,1
4,5,0,31.5,5,4,5,5,5,5,1
8,5,0,60,4,4,5,5,5,4,1
4,5,0,31.5,5,4,5,5,5,5,1
14,5,0,71,5,5,4,4,4,4,1
5,1,0,37.3,4,3,4,5,4,2,0
11,1,0,57.7,5,4,0,5,4,1,0
4,5,0,35,4,1,4,4,4,4,0
8,5,0,49,5,3,5,5,4,5,0
4,5,0,35,4,1,4,4,4,4,0
5,5,0,33,3,4,1,5,4,4,1
13,5,0,65,4,4,5,4,4,3,1
13,5,0,70,5,4,5,4,4,4,1
8,5,0,60.3,4,4,5,4,4,3,1
3,5,0,0,4,5,1,5,5,1,1
7,5,0,40,4,4,4,4,5,1,1
13,5,0,59,4,5,5,2,4,1,1
3,5,0,0,4,5,1,5,5,1,1
7,5,0,40,4,4,4,4,5,1,1
4,5,1,25,4,2,3,5,4,4,1
13,5,1,52,2,5,5,5,2,5,1
7,5,1,46,4,3,4,4,4,4,1
5,5,0,50,4,3,5,5,4,4,1
8,5,0,55,3,4,4,4,3,4,1
14,5,0,69,5,5,5,5,4,5,1
8,5,0,65,5,5,5,5,4,5,1
4,5,0,28,4,3,4,4,3,3,1
8,5,0,70,4,4,3,5,3,5,0
13,5,0,85,4,4,3,5,3,5,0
3,5,0,28,4,4,1,4,4,1,0
8,5,1,46,4,4,5,5,3,3,0
4,5,1,27.4,3,4,3,4,3,3,0
13,5,1,55,4,4,5,4,3,1,0
4,1,0,30.2,3,2,5,5,4,5,0
14,1,0,69,5,5,5,5,4,1,0
8,1,0,74,5,4,3,4,3,5,0
4,5,0,37.8,4,3,5,5,4,5,1
8,5,0,67.7,5,5,5,5,4,4,1
8,5,0,60,5,5,5,5,4,5,1
4,5,0,35.2,3,3,5,5,4,5,1
12,5,0,60,3,4,4,5,4,5,1
7,5,1,39,4,4,4,5,3,3,1
3,5,1,21,4,2,4,5,4,1,1
12,5,1,45,4,4,0,5,4,0,1
8,1,1,55,3,4,4,4,4,1,0
4,1,1,28,5,4,3,5,4,3,0
14,1,0,70,4,4,5,4,4,5,0
3,1,0,24,4,4,1,0,4,1,0
7,1,0,58,4,3,5,4,4,4,0
12,1,0,64,5,4,5,5,4,4,0
4,1,0,31,4,4,4,4,3,0,0
13,1,1,50,5,5,5,5,5,3,0
8,1,1,46,3,5,5,5,5,3,0
3,1,1,23,3,0,5,5,5,0,0
12,1,1,51,5,5,5,0,4,5,1
4,1,1,17.8,4,4,4,4,4,3,1
7,1,1,42,5,4,5,5,4,5,1
8,2,1,59,4,4,5,5,3,5,0
3,2,1,27,5,5,5,5,4,5,0
9,2,1,55,5,5,5,5,2,5,0
13,2,1,60,5,5,5,5,3,5,0
15,1,0,73,5,5,5,5,4,5,0
6,1,0,52,3,5,5,5,4,3,0
10,1,0,70,5,5,0,5,4,5,0
8,5,0,50,4,4,5,5,4,1,1
10,5,0,60,5,4,5,5,5,5,1
4,5,0,33,4,4,5,5,4,1,1
14,5,1,58,5,4,5,4,4,4,0
4,5,1,33,4,5,1,5,5,5,0
8,5,1,52,5,4,4,5,5,5,0
8,1,0,59,3,3,4,5,4,4,0
4,1,0,18,4,3,1,4,4,1,0
14,5,1,65,4,5,4,5,4,1,0
9,5,1,60,5,4,3,5,4,3,0
5,5,1,40,4,4,2,5,4,1,0
7,5,0,52,5,5,5,5,5,5,0
5,5,0,35,5,5,4,5,4,5,0
14,5,0,66,5,5,5,4,4,4,0
3,5,0,22,3,1,4,5,4,5,0
8,5,0,47,5,5,4,5,4,5,0
12,5,0,54,5,5,5,5,4,5,0
14,5,1,60,4,5,5,5,5,1,0
2,1,0,17.3,4,1,0,0,0,0,1
6,1,0,0,5,4,4,4,4,4,1
9,1,0,75,5,4,5,3,4,5,1
6,1,1,50,4,4,4,5,4,5,0
12,1,1,14,4,2,4,4,5,1,0
11,1,1,65,4,4,4,5,5,3,0
14,1,0,72,4,4,4,5,3,3,1
8,1,0,58,5,5,4,5,3,2,1
4,1,0,30,3,4,5,5,4,3,1
9,1,1,45,4,4,4,5,4,1,1
3,1,1,31,4,0,4,5,4,1,1
8,1,0,63,4,5,5,5,4,4,0
4,1,0,35,5,3,4,5,4,5,0
4,1,0,22,4,4,4,4,1,3,0
8,1,0,60,5,3,3,4,3,5,0
13,1,0,64,5,4,0,3,4,4,0
9,5,1,42,5,5,5,5,5,3,0
14,5,1,49,4,5,4,5,4,4,0
4,5,1,27,4,2,5,5,4,1,0
13,1,0,67,5,5,4,5,4,5,1
9,1,0,62,5,5,5,5,1,5,1
4,1,0,0,5,5,3,5,3,1,1
12,1,0,68.2,5,5,5,5,5,5,1
5,1,0,43.5,5,1,1,5,5,5,1
9,1,0,66.5,4,4,5,5,5,5,1
4,1,1,27,3,3,3,5,4,5,1
7,1,1,47,4,3,4,5,3,4,1
14,1,1,60,2,1,5,5,2,5,1
8,5,0,64,3,3,4,5,4,5,0
13,5,0,72,4,2,5,5,4,5,0
4,5,0,27,3,2,1,5,4,1,0
4,5,1,26.8,4,2,4,5,3,1,0
8,5,1,52,5,4,5,5,4,4,0
3,1,0,22.6,3,3,4,5,4,4,1
13,1,0,56,4,5,5,5,4,5,1
4,1,0,35,3,2,4,4,4,5,1
8,1,0,54.5,4,4,5,5,4,2,1
14,1,1,59,4,3,0,0,4,5,0
4,1,0,32,4,3,3,5,4,3,0
9,1,0,63,4,4,4,5,4,4,0
8,1,0,55.6,3,5,4,5,4,5,1
3,1,0,20,3,3,3,5,4,3,1
13,1,0,60.5,4,3,4,5,4,4,1
4,1,1,24,4,4,4,5,3,3,0
7,1,1,45,4,4,5,5,4,5,0
4,1,0,35,3,4,4,5,4,5,1
6,1,0,53,3,5,4,5,4,4,1
9,1,0,65,5,5,5,5,3,5,1
13,1,0,75,5,5,5,5,5,5,1
4,1,0,30,4,4,5,5,5,3,0
7,1,0,56,4,4,4,5,4,4,1
3,1,0,45,3,4,1,5,4,5,1
14,1,0,65,5,5,5,5,5,5,1
6,1,1,43.2,4,4,5,5,5,5,0
13,1,1,55,4,5,5,5,5,3,0
8,1,1,59,1,1,5,5,5,5,1
4,1,1,32,2,2,3,5,2,3,1
13,1,1,60,4,4,5,4,4,4,1
14,1,0,65,4,4,5,4,3,4,0
8,1,0,32,4,4,5,5,4,4,0
4,1,1,17,4,4,5,5,4,5,0
8,1,1,45,5,5,4,5,4,5,0
4,1,1,34,4,3,5,5,4,3,1
4,1,0,35,3,2,4,5,5,1,1
13,1,0,71,2,3,3,4,4,1,1
1,5,1,23,3,4,4,4,5,4,1
13,1,1,57,5,5,5,5,5,5,1
8,1,1,51,4,5,5,5,4,5,1
5,1,1,40,4,5,5,5,4,1,1
5,5,1,42,4,5,5,5,4,5,1
13,5,1,72.5,4,5,4,4,4,4,1
9,1,1,46,4,4,4,5,2,5,0
4,1,1,25,4,2,4,5,4,5,0
12,1,1,50,4,4,5,5,3,5,0
4,1,1,35,3,2,4,5,4,3,0
4,1,0,26,4,3,4,5,5,4,0
9,1,0,57,5,5,4,5,4,4,0
13,1,0,64.8,4,5,4,5,3,4,0
4,1,1,28,5,3,4,5,5,5,0
12,1,1,54,2,3,4,4,4,5,0
4,1,1,25,3,4,3,5,4,1,0
9,1,1,50,3,3,5,4,4,4,0
14,5,1,62,4,5,5,5,5,5,0
4,5,1,33,4,4,5,5,5,5,0
9,5,1,55,3,5,5,5,4,5,0
9,1,0,0,5,5,5,5,4,5,1
4,1,0,40,4,5,5,5,4,5,1
11,1,1,54,5,5,4,5,5,5,1
4,1,1,24,4,4,4,5,5,0,1
7,1,1,46,5,5,3,5,5,5,1
8,1,0,60,5,5,5,4,4,5,0
4,1,0,35.3,4,4,4,4,4,3,0
12,1,0,83,4,3,5,4,4,5,0
13,1,1,60,4,5,5,5,4,4,0
7,1,1,47,4,4,5,4,4,5,0
18,1,1,28,4,4,4,5,4,5,0
8,1,0,62,4,4,4,4,4,3,1
12,1,0,66,5,4,5,5,4,2,1
8,1,1,42,4,5,5,5,5,0,1
5,1,1,32.8,4,5,5,5,5,2,1
12,1,0,62,5,5,4,4,5,3,1
10,1,0,62,4,5,4,4,4,5,1
7,1,0,50,5,5,4,5,4,5,1
4,1,0,32,5,4,5,5,5,1,1
8,1,0,61,5,5,4,5,4,2,1
4,1,0,26,5,3,4,5,4,1,1
12,1,0,61,5,5,5,5,4,2,1
7,1,0,62.5,4,4,4,0,3,1,1
4,1,0,36,4,3,4,4,4,3,1
13,1,0,75,3,3,4,4,4,4,1
4,1,0,39,5,5,5,5,5,5,1
8,1,0,58,5,5,5,5,5,5,1
13,1,0,68,5,5,5,5,5,5,1
8,1,0,58,5,5,5,5,5,5,1
4,1,1,27,4,4,4,5,5,5,0
8,1,1,46,5,4,4,5,4,5,0
15,1,1,55,5,4,5,5,4,5,0
4,1,1,34.6,2,4,4,4,4,4,1
8,1,1,52,5,4,5,5,4,1,1
13,1,1,58.4,5,5,5,5,5,5,1
12,1,1,55,4,5,5,0,5,3,1
4,1,1,30,4,4,4,5,5,0,1
8,1,1,50,4,5,5,5,4,1,1
3,1,1,16.6,3,1,0,0,5,5,1
12,5,1,60,5,5,5,5,5,5,0
7,5,1,60,5,5,5,5,5,5,0
4,5,1,37,5,5,5,4,5,0,0
4,5,0,28.7,4,3,2,5,4,5,1
3,5,0,23,3,3,3,3,4,5,1
8,5,0,64,4,4,4,4,4,4,1
13,5,0,60,4,5,3,5,4,4,1
16,1,1,55,5,5,5,5,4,2,0
8,1,1,50,4,5,5,5,4,5,0
12,5,1,55,5,5,5,5,5,5,1
4,5,1,29,4,5,0,5,5,0,1
7,1,0,52.8,5,5,5,5,4,2,0
13,1,0,64.4,5,5,5,4,5,4,0
3,1,0,23.4,2,5,2,1,1,1,0
