Age,Color,Sex,Weight,Housemanners,LeftUnattended,EarCleaning,AttendsClasses,BehavesWellClass,AttendsHomeSwitches,Status
8,5,1,50,4,4,4,5,4,5,1
13,5,1,58,4,4,4,5,4,5,1
4,5,1,30,4,4,3,4,4,0,0
7,5,1,55,4,4,4,5,4,4,0
13,5,1,60,4,4,4,5,4,4,0
15,5,0,69,4,5,3,5,5,5,1
4,5,1,30,3,2,3,5,3,3,0
8,5,1,62,2,3,2,4,3,3,0
12,5,1,54,4,4,4,5,4,4,0
8,1,1,45,3,4,4,3,3,1,0
13,1,1,55,3,5,5,0,3,4,0
8,1,0,72,4,5,5,5,4,5,0
14,1,0,80,5,5,5,5,4,5,0
4,1,0,37,3,5,5,5,4,0,0
5,5,1,46,4,4,4,5,4,5,0
8,5,1,60,4,4,4,5,4,5,0
12,5,1,63.5,4,4,4,0,3,3,0
15,5,1,60,4,4,4,5,3,4,0
5,5,1,46,4,4,4,5,4,5,0
4,5,1,25,4,5,3,5,4,4,1
9,5,1,47,4,5,4,4,4,4,1
14,5,1,58,4,4,4,4,4,4,1
10,5,1,58,5,3,4,5,4,3,1
13,5,1,60,4,4,4,0,4,4,1
5,5,1,36,4,4,4,4,4,4,1
10,5,0,70,5,5,5,5,4,4,0
4,5,0,40,4,4,5,5,4,4,0
14,5,0,72,4,5,5,5,5,5,0
10,5,1,0,5,4,5,4,4,4,1
4,5,1,23.3,4,3,5,4,4,5,1
15,5,1,59,5,4,5,4,4,4,1
6,1,0,45.5,4,3,4,5,3,5,0
3,1,0,24.8,3,2,3,5,4,3,0
15,1,0,63.8,4,4,4,5,4,4,0
10,1,0,59.5,4,3,3,5,4,3,0
12,1,0,63,3,3,4,5,4,4,0
8,5,1,50,2,3,4,5,4,3,1
6,5,1,45,3,4,4,5,4,1,1
4,5,1,23,3,4,4,5,4,5,1
8,5,1,50,3,3,5,3,2,3,1
4,5,1,23,3,4,4,0,4,5,1
12,5,1,60,3,4,4,5,3,0,1
4,5,0,35,3,3,4,5,3,1,0
14,5,0,73,4,5,5,5,3,5,0
8,5,0,65,4,5,4,5,3,5,0
4,1,1,24,3,2,3,5,3,1,0
8,1,1,45,4,3,4,5,3,5,0
12,1,1,50,5,4,4,5,4,4,0
13,5,1,53,4,4,4,4,3,3,0
14,5,1,55,5,5,5,5,4,4,0
10,5,1,47,4,4,4,4,3,3,0
13,5,0,72,5,5,5,5,5,5,1
8,5,0,56,0,5,4,5,5,5,1
13,5,0,72,5,5,5,5,5,5,1
5,1,0,43,3,4,5,5,4,5,0
7,1,0,65,3,4,4,1,4,4,0
13,5,0,70,4,4,3,5,4,5,0
5,5,0,0,1,2,4,4,4,3,0
5,5,0,45,5,4,3,5,2,1,1
8,5,0,56,5,4,5,5,4,3,1
14,5,1,65,4,4,5,5,4,3,0
6,5,1,46,4,4,4,4,4,4,0
15,5,1,65,5,5,5,5,4,4,1
8,5,1,58,5,5,5,5,5,5,1
3,5,1,26,4,3,4,5,4,5,1
5,5,0,41,4,4,0,0,3,0,0
12,5,0,70,4,0,1,5,3,5,0
16,5,0,68,4,5,1,4,3,5,0
14,5,1,59,5,5,5,5,5,5,1
8,5,1,55,4,3,5,5,4,5,1
13,5,1,72.5,4,3,4,5,4,4,1
4,5,1,32,4,3,5,5,4,5,1
10,5,0,62,5,4,5,5,4,3,0
12,5,0,63.5,5,0,4,5,4,5,1
5,5,0,35,5,4,4,5,3,0,1
8,5,0,55,5,5,4,5,0,1,1
5,1,0,30,3,3,5,5,3,1,0
11,5,1,50,4,5,3,3,3,3,1
4,5,1,30,5,4,1,5,4,1,1
14,5,1,46.5,5,5,3,5,3,3,1
4,1,1,30,4,3,4,5,4,5,1
12,1,1,58,4,3,5,4,4,5,1
8,1,1,50,5,4,5,5,5,5,1
4,5,0,24,3,3,5,5,3,1,1
14,5,0,65,4,5,2,5,4,4,1
11,5,0,72,4,3,1,5,4,5,0
15,5,0,78,4,5,1,5,5,2,0
5,5,0,40,3,3,5,5,5,1,0
15,5,1,61,5,5,5,5,5,5,0
4,5,1,35.3,3,4,5,5,3,3,0
12,5,1,53,5,4,5,5,5,5,0
8,1,0,60,5,4,5,5,4,4,0
14,1,0,63,5,5,5,5,4,5,0
14,1,0,70,3,3,4,4,4,4,0
6,1,0,48.1,3,3,4,4,4,4,0
14,1,0,63.8,5,5,4,5,5,5,0
3,1,1,16.2,4,2,1,4,5,1,1
7,1,1,38,5,5,5,5,5,5,1
14,1,1,49,4,4,5,5,4,0,0
6,1,1,38,4,5,5,5,5,5,0
8,1,0,62,4,4,5,5,5,3,0
12,1,0,72,5,5,4,5,5,5,0
4,1,0,38.3,4,4,5,5,5,5,0
14,1,0,80,5,5,5,5,3,5,1
17,5,1,66,5,5,5,5,4,5,1
5,5,1,47.6,5,5,5,5,4,5,1
10,5,1,60.6,5,5,5,5,4,5,1
14,5,1,61,5,5,5,5,5,5,1
13,5,0,60,5,5,5,5,4,4,1
7,5,0,62,4,5,5,5,4,5,0
3,5,0,25.7,5,5,5,5,5,5,0
12,5,0,70,4,4,5,5,5,5,0
6,1,0,52,5,5,4,5,4,1,0
8,1,0,65,4,4,5,5,3,4,0
12,1,0,70,4,4,5,5,3,3,0
7,5,1,51.6,3,5,4,5,4,4,1
12,5,1,67,5,0,4,5,4,5,1
10,5,1,26.4,4,0,4,5,4,5,1
3,1,0,25,3,5,4,3,3,0,0
8,1,0,60,5,5,5,4,4,5,0
14,1,0,64,5,5,5,5,2,5,0
13,1,0,74,4,5,3,5,3,3,1
4,1,0,33,4,4,1,5,4,1,1
6,1,0,40,5,5,4,5,5,4,1
17,1,0,75,5,5,5,5,5,5,1
15,1,0,63,5,4,5,5,5,5,1
10,1,0,56,3,1,4,4,4,4,1
4,5,0,27,2,1,4,4,4,3,0
4,5,0,36.8,4,3,5,4,3,1,0
8,5,0,58,4,4,5,5,3,5,0
15,5,0,68.5,5,5,5,5,3,5,0
15,2,0,58,4,4,4,2,4,3,0
7,2,0,65,4,4,5,4,4,3,0
7,1,1,46,4,4,5,5,5,5,0
4,1,1,25,3,4,5,5,4,4,0
13,1,1,50,3,5,5,5,3,4,0
4,1,1,25,3,4,5,0,4,4,0
12,1,0,67,4,4,4,4,3,2,0
7,1,0,58,4,4,4,5,4,3,0
7,1,0,54,2,3,3,4,4,5,0
4,1,0,36.5,0,2,3,5,4,3,0
12,1,0,75,4,4,4,4,3,1,0
9,1,0,68,3,0,4,0,4,2,0
15,1,0,72,4,4,4,5,4,4,0
12,1,1,53,5,5,5,5,5,5,0
9,1,1,48,5,4,3,4,4,3,0
7,1,0,60,3,3,4,5,4,5,0
3,1,0,30,3,1,3,5,4,1,0
6,5,0,52,4,4,3,4,3,3,1
13,5,0,61,5,5,5,3,3,4,1
7,5,0,51,5,4,5,2,4,1,1
6,5,1,35,2,2,4,4,4,0,0
16,5,0,75,5,5,5,5,5,5,1
6,5,0,43,5,4,3,5,4,5,1
12,5,0,70.8,5,5,4,5,4,5,1
9,5,1,60,5,5,5,5,5,5,1
5,5,1,30,5,5,3,5,5,5,1
5,5,0,30,5,4,5,5,4,1,1
8,5,0,55,3,4,3,3,3,4,1
13,5,0,70,5,5,5,5,4,5,1
9,5,1,54,3,4,5,5,2,5,0
13,5,1,55,4,3,5,5,3,3,0
9,5,0,72,5,5,5,5,5,3,1
4,5,0,48.8,3,3,2,0,3,3,0
4,5,1,28,4,5,5,0,4,1,1
12,5,1,65,1,1,3,5,4,1,1
8,1,0,76,4,5,5,5,4,5,1
5,1,0,48,3,4,5,5,4,5,1
14,1,0,90,4,5,4,5,4,4,1
10,5,0,62,5,5,5,5,4,5,1
9,2,1,57,4,5,4,5,3,5,1
12,2,1,65,3,5,5,5,4,3,1
8,1,1,54,5,5,5,0,0,0,1
4,1,1,31,5,5,5,5,5,5,1
13,1,1,65,5,5,5,5,5,5,1
4,5,0,40,4,4,5,5,5,4,0
12,5,0,74,4,5,5,5,3,5,0
8,5,1,66,4,4,4,4,2,5,0
13,5,1,67,3,5,5,2,2,4,0
4,5,1,32,3,5,4,0,2,4,0
8,5,0,57,4,3,4,0,4,4,1
8,5,0,57,4,3,4,0,4,4,1
4,5,0,30,4,0,3,0,4,0,1
13,5,0,78,5,5,3,5,4,4,1
7,5,1,60,5,5,5,5,3,1,0
4,5,1,36,4,1,5,5,4,1,0
13,5,1,65,5,5,5,5,4,5,0
7,5,0,48.8,5,5,5,5,5,5,1
10,5,0,60,5,5,5,5,4,5,1
4,1,1,26,3,1,1,5,4,3,1
7,1,1,50,4,3,4,4,4,4,1
13,1,1,53,5,5,5,4,4,5,1
8,1,1,50.3,5,5,5,5,5,4,1
4,1,1,24,5,5,5,4,5,0,1
13,1,1,53,5,5,5,5,5,1,1
8,1,1,53,4,3,4,5,4,4,1
4,1,1,33,4,2,4,5,3,0,1
12,1,1,62,5,5,4,5,4,4,1
7,1,0,56,3,4,3,4,4,4,1
3,1,0,15,3,1,2,5,3,5,1
11,1,0,68,4,4,4,5,4,5,1
5,5,0,34,4,0,3,0,4,3,0
13,5,0,55,4,4,4,4,4,1,0
8,5,0,50,5,5,5,5,4,1,0
5,1,1,0,4,2,5,5,4,5,1
8,1,1,53,4,3,4,5,4,5,1
14,1,1,54,4,5,5,5,4,1,1
13,1,0,100,4,4,5,5,4,3,1
10,1,0,100,4,4,4,5,4,2,1
14,1,0,59,4,5,5,5,3,5,0
4,1,0,32,4,3,3,5,3,1,0
8,1,0,55,4,5,3,5,4,2,0
6,2,0,45,0,3,5,4,4,5,1
16,2,0,65,5,5,5,5,5,5,1
8,1,0,57,0,4,4,5,4,5,1
4,1,0,36,5,5,4,5,4,3,1
13,1,0,75,5,4,4,5,4,4,1
3,1,1,23,2,1,3,5,5,1,0
14,2,0,60,4,4,4,5,5,5,1
6,2,0,44,4,4,5,5,4,5,1
4,1,0,27,4,4,4,5,5,0,0
8,1,0,50,4,3,4,4,3,4,0
13,1,0,60,4,3,5,4,4,3,0
4,1,0,25,2,5,5,5,5,1,0
13,1,0,85,4,5,4,5,5,4,0
9,1,0,78,4,2,5,5,4,3,0
4,1,1,27,4,4,4,5,4,0,0
12,1,1,55,4,4,4,4,4,4,0
8,1,1,51,4,4,4,5,3,3,0
12,5,0,78,5,5,5,5,4,5,1
4,5,0,35,4,4,5,5,4,0,1
7,5,0,65,5,4,5,5,4,5,1
5,5,0,40,3,3,4,5,4,1,1
8,5,0,60,5,5,4,5,5,5,1
15,5,0,70,5,5,4,5,4,3,1
12,1,1,52,5,5,5,0,4,0,0
4,1,1,19,5,5,4,3,4,1,0
8,1,1,54,5,5,5,5,3,1,0
15,1,1,60,4,5,5,5,5,5,0
9,1,1,52,3,4,4,4,4,4,0
5,1,1,40,4,3,3,4,4,4,0
7,5,0,55,5,4,5,5,4,5,1
12,5,0,64,5,4,4,5,5,5,1
11,5,1,60,4,4,5,5,4,5,1
13,5,0,60,3,2,4,4,4,5,0
4,5,0,35,4,1,4,0,2,5,0
7,5,0,60,4,2,4,5,4,5,0
7,1,1,52,4,5,4,5,5,5,0
12,1,1,53,5,5,5,5,5,5,0
4,1,1,35,3,2,3,0,4,5,0
12,1,1,50,4,5,5,5,4,0,0
4,1,1,24,0,2,4,0,4,0,0
8,1,1,43.4,4,4,4,5,4,0,0
11,1,1,59,4,4,5,5,4,5,0
14,1,1,61,5,4,5,5,4,1,0
7,1,1,50,4,4,5,5,4,4,0
4,1,1,35.5,2,2,3,0,4,5,0
4,5,1,26,3,3,5,5,4,5,1
4,5,1,26.4,1,1,3,5,2,5,1
12,5,1,62,5,5,4,4,4,5,1
7,5,1,55,5,5,4,5,3,5,1
12,1,1,52,3,3,4,4,3,4,0
3,1,1,22,1,1,3,4,1,0,0
7,1,1,48,3,3,4,5,3,4,0
3,1,0,25,1,1,4,5,5,1,1
7,1,0,58,4,3,4,4,4,5,1
17,1,0,75.5,4,4,0,5,5,2,1
14,1,0,72,3,3,3,5,4,5,1
11,1,0,68.7,3,3,3,1,1,1,1
4,5,0,28,4,4,4,0,3,1,1
5,1,0,25,3,3,0,5,3,4,1
8,1,0,62.5,4,4,4,5,3,4,1
11,1,0,0,5,4,4,5,1,3,1
14,1,0,81.5,4,4,4,5,4,5,1
15,1,0,71,5,5,4,5,4,1,0
4,1,0,0,5,5,4,0,5,5,0
8,1,0,57,5,5,4,5,4,5,0
9,5,0,50,4,2,4,5,4,5,0
4,5,0,30,4,3,4,5,4,3,0
12,5,0,54,3,3,5,5,4,5,0
4,5,1,30,4,4,5,5,4,1,1
9,5,1,51,4,5,5,5,4,4,1
12,5,1,52,5,5,5,5,4,5,1
9,1,0,60,5,5,5,5,5,5,0
18,1,0,70,5,5,5,5,5,5,0
6,5,0,53,4,3,4,3,3,5,0
15,5,0,75,5,5,4,5,4,2,0
11,5,0,65,4,3,4,4,4,5,0
8,5,0,60,4,5,5,5,3,1,0
13,1,0,75,4,5,5,4,2,5,1
6,1,0,49,5,4,4,4,3,4,1
3,1,0,20.5,4,3,3,4,2,1,1
14,1,0,80,4,0,5,5,5,3,0
5,1,0,30,3,3,4,4,4,4,0
8,1,0,70,4,5,5,5,5,3,0
4,1,1,33,2,1,3,0,3,4,1
12,1,1,56,5,4,5,5,4,5,1
7,1,1,50,4,3,5,5,4,0,1
13,5,1,55,4,4,4,5,4,3,0
4,5,1,27,4,2,5,5,4,1,0
6,5,1,42,3,2,5,5,3,5,0
4,5,0,26,4,5,5,5,5,0,1
13,5,0,59,5,5,5,5,5,5,1
13,5,0,59,5,5,5,5,5,5,1
4,5,0,29,4,4,5,5,5,0,1
8,5,0,58,4,4,5,5,5,1,1
8,5,0,58,4,4,5,5,5,1,1
13,5,0,59,5,5,5,5,5,5,1
4,5,0,29,4,4,5,5,5,0,1
4,5,0,31,4,4,5,5,3,1,0
12,5,0,70,5,5,5,5,5,5,0
7,5,0,51,5,5,5,5,5,1,0
8,1,0,60,3,3,0,3,3,5,0
16,1,0,77,4,5,4,5,4,5,0
5,1,0,42.5,4,4,4,5,3,0,0
13,1,0,82.2,4,4,4,5,3,5,0
10,1,0,80,5,5,5,5,3,4,0
6,1,0,48,5,4,5,5,4,4,0
13,1,0,72,5,5,5,5,4,5,0
8,1,0,63,5,5,5,4,5,5,0
4,1,0,25,1,2,3,4,4,0,0
8,1,0,69,3,3,4,5,3,4,0
4,5,0,39,3,2,3,0,3,5,1
12,5,0,68.5,5,5,5,5,4,4,1
12,5,1,61.4,4,4,5,5,4,1,0
4,5,1,31,4,4,5,5,5,1,0
6,5,1,52,4,4,5,5,3,5,0
12,1,1,59,5,4,0,5,3,0,0
8,1,1,55,4,3,3,5,4,5,0
4,1,1,32,3,1,5,5,2,1,0
4,1,0,44.5,4,5,5,0,4,3,0
10,1,0,70,3,4,4,5,3,1,0
9,1,1,44,4,4,4,4,4,5,0
6,5,1,31,4,3,5,5,5,5,0
15,1,1,55,4,5,3,5,4,5,0
11,1,0,71.7,5,5,5,5,5,5,1
4,1,0,31,5,5,5,5,5,5,1
8,1,0,63,5,5,5,5,5,5,1
13,1,0,73,3,4,4,5,4,1,1
4,1,0,40,3,4,4,4,4,4,1
7,1,0,57.5,4,5,4,4,4,1,1
4,5,1,30,4,4,5,5,4,5,1
8,5,1,48,4,5,4,0,5,5,1
13,5,1,60,5,5,5,5,5,5,1
13,1,1,50,4,5,5,5,1,3,0
4,1,1,26,4,5,2,5,4,4,0
7,1,1,53,4,4,4,4,4,4,0
9,1,1,53,4,2,4,5,3,4,1
4,1,1,23,3,2,2,5,3,1,1
13,1,1,0,5,4,5,5,4,5,1
12,5,0,64,5,5,4,4,4,1,1
5,5,0,42,4,5,5,0,0,4,1
8,1,0,60,5,3,4,5,5,5,1
12,1,0,70,4,4,5,5,4,5,1
4,1,0,30,4,5,5,5,4,0,1
5,1,1,32,5,5,5,0,4,1,1
15,1,1,52,5,5,4,5,4,4,1
8,1,1,48,4,4,5,3,3,3,1
13,1,0,79.2,5,5,5,5,3,5,1
7,1,0,66.4,5,5,4,5,5,5,1
4,1,0,39.5,5,5,4,5,5,5,1
10,1,0,76,5,5,5,5,5,5,1
5,1,0,38,5,5,4,5,5,5,1
7,1,1,33,4,5,4,5,5,5,0
16,1,1,55,4,3,4,5,5,5,0
11,1,1,49,4,5,4,4,4,4,0
5,1,1,43.4,5,5,5,5,4,5,0
14,1,1,58,4,5,5,5,4,0,0
8,1,1,55,5,5,5,5,4,5,0
8,1,1,54,1,3,4,5,4,4,0
3,1,1,24,2,1,3,5,3,3,0
12,1,1,58,3,5,4,5,4,4,0
4,5,0,30,4,3,4,5,4,3,1
13,5,0,70,4,4,5,5,4,5,1
9,5,0,65,5,4,5,5,4,1,1
10,5,0,70,4,4,4,4,4,4,1
15,5,0,79,5,5,0,5,4,5,1
5,5,0,40,4,2,4,4,4,4,1
14,5,1,0,5,5,5,5,4,5,1
8,5,1,0,5,4,5,5,3,5,1
4,5,1,0,4,4,4,5,4,5,1
13,5,1,0,3,4,5,0,3,5,1
3,5,1,30,3,1,4,5,3,3,1
8,5,1,47,4,4,5,4,4,4,1
5,5,1,30,4,3,4,4,4,4,0
10,5,1,55,4,5,4,5,4,5,0
15,5,1,60,4,5,5,5,4,5,0
11,5,1,55,5,5,5,5,5,0,1
13,5,1,60.6,5,5,5,5,4,5,1
7,5,1,54.2,4,5,5,5,4,5,1
4,5,1,31.6,3,2,5,5,4,3,1
6,5,0,46,4,3,4,4,3,2,1
13,5,0,58,5,5,5,5,3,3,1
4,5,0,0,4,4,5,5,4,5,0
9,5,0,65,4,3,5,5,4,5,0
4,5,0,44,3,4,4,4,4,4,1
8,5,0,58,4,4,4,4,4,4,1
4,5,0,44,3,4,4,4,4,4,1
14,5,0,78,5,5,5,4,4,4,1
6,5,0,50.4,4,3,3,0,3,3,0
11,5,0,60,4,4,4,2,3,3,0
9,1,1,44,4,4,5,5,4,4,0
5,1,1,30,3,4,0,5,5,0,0
4,1,1,32,4,4,5,5,5,1,1
7,1,1,45,5,4,5,5,5,1,1
7,1,1,52,4,4,5,5,4,5,1
4,1,1,30,4,4,4,5,4,5,1
7,1,1,52,4,4,5,0,4,5,1
12,1,1,60,5,5,5,5,4,5,1
9,1,1,48,4,5,5,5,5,5,1
12,1,1,48,5,5,3,5,4,3,1
4,1,1,28,5,4,3,5,4,1,1
4,5,0,30,4,4,0,5,4,0,1
8,5,0,50,5,5,3,5,3,0,1
16,5,0,68,5,5,4,4,4,5,1
5,5,1,37,3,5,5,5,3,3,0
12,5,1,57,3,5,3,5,4,5,0
9,5,1,56,3,5,2,5,0,3,0
13,1,1,51,5,4,4,5,4,2,0
9,1,1,48.5,5,2,4,5,2,3,0
5,5,1,38,4,3,5,5,3,5,1
14,5,1,0,5,5,4,5,3,5,1
8,5,1,44,4,4,4,4,3,5,1
12,5,0,74,5,5,5,5,5,3,1
5,5,0,56,4,5,5,5,4,4,1
5,5,1,43,3,1,3,5,3,1,0
12,5,1,0,5,5,3,4,3,0,0
8,5,0,75,5,3,5,5,5,5,1
4,5,0,39,5,3,5,0,4,5,1
13,5,0,76,4,4,5,4,4,0,1
4,5,0,39,5,3,5,0,4,5,1
8,5,0,75,5,3,5,0,5,5,1
12,1,0,65,4,3,5,5,4,3,0
13,1,1,51,4,4,4,5,4,5,0
7,1,1,51,5,5,4,4,3,5,0
4,1,1,39,4,4,3,4,4,4,0
7,1,1,44,4,3,5,5,3,4,0
3,1,1,13,4,3,5,5,3,0,0
11,1,1,53,4,3,5,5,3,3,0
4,1,1,30,5,4,5,5,5,3,1
15,1,1,60.8,5,5,5,5,4,3,1
5,1,1,45,4,4,3,4,4,5,0
12,1,1,60,4,4,4,5,4,5,0
13,1,1,53,4,5,5,5,5,1,0
5,1,1,38,4,1,5,5,5,1,0
7,1,0,56,4,5,4,4,4,1,1
12,1,0,68,4,4,4,4,4,4,1
5,1,0,40,4,4,3,5,4,1,1
12,5,1,53,4,3,5,5,4,5,1
8,1,0,53.7,5,4,5,5,4,5,0
4,1,0,39.6,5,3,5,0,4,4,0
12,1,0,63.8,5,4,5,5,3,5,0
9,5,1,60,4,4,3,4,4,1,1
4,5,1,0,4,3,3,4,3,1,1
11,1,0,62,5,5,5,5,4,5,1
3,1,1,20.3,3,5,4,5,4,1,0
5,1,0,35,4,2,4,4,4,4,0
14,1,0,78,3,3,4,5,5,2,0
5,1,0,0,3,3,3,5,1,0,0
4,1,0,37,4,3,5,5,5,5,1
12,1,0,76.4,5,4,5,5,5,5,1
8,1,0,79,5,5,5,5,5,5,1
8,1,0,56,3,2,5,5,4,4,0
13,1,1,63,3,4,4,4,4,4,0
7,1,1,52,2,3,3,3,3,4,0
13,1,1,65,5,5,5,5,5,5,1
8,5,1,58,5,5,5,5,5,1,1
8,5,1,58,5,5,5,0,5,1,1
8,1,1,60,4,5,4,5,4,4,1
5,1,1,45,2,3,4,3,4,1,1
14,1,0,104,4,5,4,4,3,5,0
8,1,0,80,5,4,5,5,4,5,0
12,1,0,65,5,5,4,5,4,1,0
5,1,0,44,4,4,4,5,4,0,0
6,1,1,50,4,4,4,5,3,1,1
12,1,1,65,4,5,5,5,5,3,1
4,1,0,29.7,3,3,5,4,4,3,1
6,1,0,30,4,4,4,4,4,4,1
12,1,0,77.4,5,5,5,5,4,5,1
13,1,1,60,5,5,5,5,4,5,1
6,1,1,45,4,4,5,5,4,1,1
6,1,1,45,4,4,5,5,4,1,1
13,1,1,60,5,5,5,0,4,5,1
3,1,1,15,4,3,4,5,4,1,0
7,1,1,46.4,5,5,5,5,4,4,0
13,1,1,56,5,5,4,5,4,3,0
5,1,1,40,3,3,4,5,2,3,0
3,1,1,22,2,3,4,1,4,5,0
12,1,1,60,5,3,4,5,4,1,0
7,1,1,0,4,4,5,0,5,5,0
3,1,0,27,3,3,5,5,4,1,1
7,1,1,42,5,5,0,5,3,4,1
4,1,1,25,4,0,5,5,4,0,1
18,1,1,50,5,5,5,1,2,5,1
13,1,1,50,4,4,5,1,1,1,1
8,1,0,50,5,4,5,0,3,5,1
13,1,0,90,4,4,5,5,3,3,1
4,1,0,37,2,2,4,4,4,1,1
8,1,1,50,5,5,5,5,5,5,1
13,1,1,55,5,5,5,5,5,5,1
13,1,1,55,5,5,5,5,5,5,1
4,1,1,28.8,4,4,5,5,5,5,1
12,1,0,80,5,5,3,5,3,1,1
6,1,0,50,3,3,4,5,4,1,1
4,1,1,33,4,1,5,0,4,4,1
12,1,1,67,5,5,5,5,4,5,1
7,1,1,50,4,4,5,5,5,5,1
8,1,1,50,5,5,5,5,4,3,1
12,1,1,67,5,5,5,5,4,5,1
4,1,1,38,4,4,5,5,4,1,1
8,1,0,65.3,0,5,5,0,3,0,0
4,1,0,32,1,2,1,1,1,0,0
12,1,0,83,5,4,5,5,4,1,0
7,5,1,55.4,5,5,4,5,4,4,0
12,5,1,64,5,5,5,5,4,5,0
3,5,1,24.4,4,5,4,5,4,5,0
13,1,0,55,4,4,5,5,5,5,0
9,5,0,69,4,4,4,5,4,3,0
13,5,1,62,5,5,4,5,4,5,0
17,5,1,63,5,5,4,5,4,4,0
7,5,1,49.5,4,4,5,5,4,5,0
3,5,1,51,4,4,5,5,4,5,0
12,5,1,59,4,5,4,5,4,4,0
4,1,0,24,4,3,5,5,5,0,0
4,1,0,30,5,4,4,5,5,5,0
8,1,0,63,5,4,4,5,3,1,0
14,1,0,70,5,4,5,4,4,3,0
6,5,1,45,3,5,3,1,2,4,0
9,5,1,57,5,5,4,0,4,5,0
6,5,1,45,4,3,2,5,4,5,0
13,5,1,60,5,5,4,5,3,4,0
9,5,1,57,5,5,4,5,4,5,0
7,5,0,44,3,4,3,5,3,5,1
14,5,0,70,5,5,4,5,2,5,1
4,1,1,29,3,3,5,4,4,3,1
8,1,0,55,3,3,5,5,4,5,1
4,1,0,30,2,2,3,5,4,3,1
12,1,0,60,4,3,5,5,5,5,1
4,1,1,0,4,3,4,5,3,3,1
13,1,1,53,5,5,4,5,5,4,1
7,1,0,55,4,5,4,5,1,1,1
12,1,0,65,4,5,4,5,3,4,1
4,1,0,32,3,4,4,5,4,0,0
12,1,0,68,4,5,4,5,4,5,0
17,1,0,67,4,3,4,5,4,4,0
13,2,1,64,4,3,5,5,4,3,0
4,2,1,39,3,3,4,4,4,4,0
9,2,1,62,5,5,4,5,5,5,0
8,2,1,64,3,5,5,5,5,5,1
14,2,0,85,4,2,3,3,4,4,0
5,2,0,35,3,3,4,5,4,5,0
9,2,0,65,4,3,3,4,4,4,0
4,2,0,38,5,5,5,5,5,5,0
8,2,0,65,5,5,5,5,5,5,0
14,2,0,74,5,5,5,5,5,5,0
9,5,1,46,3,3,4,5,4,4,1
4,5,1,29,4,4,4,5,4,4,1
12,5,1,52,4,3,4,5,4,1,1
4,1,0,34.2,3,2,3,4,4,4,0
8,1,0,53,4,3,3,4,4,4,0
9,5,0,58,5,5,5,5,4,4,0
4,5,0,28,4,3,5,5,4,1,0
15,5,0,70,4,5,5,5,5,5,0
4,1,0,29.2,3,2,4,0,2,2,1
9,1,0,55,3,4,4,0,3,4,1
12,1,0,66,4,4,5,4,1,3,1
9,5,1,50,4,4,4,5,3,1,1
5,5,1,32,3,5,0,0,3,5,1
12,5,1,51,4,4,4,5,2,3,1
3,5,1,29.5,5,3,4,5,4,1,0
13,5,1,62,5,5,5,4,4,5,0
8,5,1,54,5,4,5,5,4,5,0
7,5,0,50,2,3,4,3,3,4,0
4,5,0,30,4,4,4,3,3,3,0
12,5,0,75,4,3,3,5,3,4,0
13,5,0,65,4,5,4,5,4,5,1
9,5,0,63,3,3,4,0,4,5,1
4,5,0,36,1,2,4,5,3,1,1
12,5,1,75,5,0,5,5,5,1,1
12,5,1,66,4,5,4,5,4,3,1
8,5,1,58,4,5,4,5,4,0,1
5,5,1,35,4,5,4,4,4,4,0
8,5,1,55,5,5,4,4,4,4,0
12,5,1,61,5,5,5,4,3,5,0
9,5,1,56,4,5,5,0,5,5,1
10,5,1,30,3,2,3,3,1,5,1
4,5,0,41,3,4,3,4,3,1,1
7,5,0,54.5,5,5,5,5,4,1,1
10,5,0,55,4,4,4,4,4,5,1
16,5,0,77,4,4,5,5,4,5,1
13,5,0,76.1,5,5,4,4,4,5,1
4,5,0,34,2,2,3,3,3,5,1
7,5,0,44,5,5,4,5,4,3,1
16,5,0,66.6,5,5,5,4,5,3,1
10,5,0,63.5,5,5,3,5,4,5,1
13,5,0,63,5,5,4,5,4,3,1
7,1,0,51,4,4,5,5,3,3,1
4,1,0,30,4,4,3,5,4,3,1
13,1,0,67,5,5,3,4,4,5,1
10,1,0,62,4,5,3,3,3,1,1
16,1,0,69,5,5,4,5,4,5,1
7,1,0,55,4,4,5,5,3,5,1
7,1,0,55,4,4,5,5,3,5,1
4,1,0,38.5,3,3,5,5,4,3,1
12,1,0,73,5,5,5,3,2,5,1
8,1,0,53,4,5,4,5,4,4,1
5,1,0,35,5,4,5,5,5,5,1
13,1,0,75,4,5,5,5,4,5,1
13,1,0,82.9,4,5,5,5,3,5,1
5,1,0,51.8,3,5,5,5,3,5,1
5,1,1,42,4,5,5,5,5,5,1
14,1,1,56,5,5,5,5,5,5,1
10,1,1,52,5,5,5,5,4,5,1
14,1,1,0,5,4,5,5,4,3,0
5,1,1,27,3,2,4,5,2,4,0
10,1,1,0,4,4,4,5,2,4,0
9,1,1,58,3,3,5,5,4,5,1
5,1,1,43.5,2,2,5,5,4,4,1
10,1,1,55,5,4,4,5,4,5,0
4,1,1,15,5,4,5,5,4,5,0
17,5,0,71,4,5,4,4,4,4,0
5,5,0,47,4,4,4,5,5,3,0
11,5,0,76,4,4,4,5,3,5,0
6,5,0,43,4,4,4,4,3,1,0
4,5,0,24,4,3,4,5,4,4,0
4,5,0,27,4,3,4,4,4,0,0
